iter	MultiClass
529	1.075076777
530	1.074892824
531	1.074419377
532	1.074130796
533	1.073749426
534	1.073445834
535	1.073217057
536	1.072851377
537	1.072623347
538	1.072304097
539	1.071991459
540	1.071772932
541	1.071359295
542	1.070974864
543	1.070420006
544	1.070132883
545	1.069917016
546	1.069531855
547	1.069338139
548	1.068970945
549	1.068632197
550	1.068342882
551	1.068024244
552	1.067760862
553	1.067423007
554	1.067105806
555	1.06687932
556	1.066606893
557	1.066266185
558	1.066082349
559	1.065713083
560	1.065238903
561	1.064952013
562	1.064671222
563	1.06437862
564	1.064093626
565	1.06381754
566	1.063465851
567	1.063190013
568	1.062954966
569	1.062563396
570	1.062247152
571	1.061900976
572	1.061575217
573	1.061286496
574	1.06099161
575	1.060885589
576	1.060628971
577	1.060287509
578	1.059875161
579	1.059501979
580	1.059292613
581	1.058825562
582	1.058526389
583	1.058388143
584	1.058119878
585	1.05768699
586	1.057562192
587	1.05726472
588	1.056918996
589	1.056736513
590	1.056428388
591	1.056151504
592	1.055802546
593	1.055481537
594	1.055193455
595	1.055074419
596	1.054766044
597	1.054511633
598	1.05443563
599	1.054177179
600	1.053893583
601	1.053751766
602	1.053462025
603	1.053184497
604	1.052916368
605	1.052533745
606	1.052100317
607	1.051851011
608	1.051627583
609	1.051322712
610	1.051048967
611	1.050827288
612	1.05049072
613	1.050124057
614	1.049891716
615	1.049659913
616	1.049392619
617	1.049111125
618	1.048813581
619	1.048502996
620	1.048285891
621	1.048065836
622	1.047791374
623	1.047537893
624	1.047311336
625	1.04688593
626	1.04667807
627	1.046467485
628	1.046154405
629	1.045916255
630	1.045651141
631	1.045422774
632	1.045164259
633	1.044887157
634	1.044546291
635	1.044423952
636	1.044198917
637	1.043960957
638	1.043778266
639	1.043616231
640	1.04344357
641	1.043230803
642	1.043071486
643	1.042720607
644	1.042444765
645	1.042187816
646	1.041853304
647	1.041468374
648	1.041248341
649	1.040956499
650	1.040895438
651	1.04067562
652	1.040341727
653	1.040125774
654	1.039991896
655	1.039672616
656	1.039508438
657	1.039132967
658	1.03877834
659	1.038617832
660	1.03832668
661	1.038076307
662	1.037869029
663	1.037605298
664	1.037402076
665	1.037113094
666	1.0369279
667	1.036768941
668	1.036562943
669	1.036473301
670	1.036154717
671	1.03578119
672	1.035494377
673	1.035256789
674	1.034965947
675	1.034735059
676	1.034464636
677	1.034170213
678	1.033921835
679	1.033757018
680	1.033477527
681	1.033361747
682	1.033190354
683	1.032990228
684	1.032768898
685	1.032522383
686	1.032209938
687	1.031978799
688	1.031748921
689	1.031511565
690	1.031272782
691	1.031085254
692	1.030824181
693	1.030624068
694	1.030416722
695	1.030171407
696	1.02990746
697	1.029713981
698	1.029444803
699	1.029252004
700	1.028974834
701	1.028779734
702	1.028576858
703	1.028459651
704	1.028270888
705	1.027997173
706	1.027851132
707	1.027626397
708	1.027430183
709	1.027131217
710	1.026975964
711	1.026787334
712	1.026664373
713	1.026499152
714	1.02632256
715	1.026129522
716	1.025859549
717	1.025775152
718	1.025603725
719	1.025359421
720	1.025191849
721	1.025026278
722	1.024699758
723	1.024451915
724	1.024242409
725	1.024041866
726	1.023796066
727	1.023633784
728	1.023424102
729	1.023152598
730	1.022979575
731	1.022815382
732	1.022678355
733	1.022479908
734	1.02218241
735	1.021980438
736	1.021758134
737	1.021604046
738	1.021309036
739	1.021056083
740	1.020825434
741	1.020673652
742	1.020484465
743	1.020237347
744	1.02002122
745	1.019913465
746	1.019653644
747	1.019430171
748	1.019206974
749	1.018932123
750	1.018727415
751	1.018487396
752	1.018267958
753	1.018043937
754	1.017943419
755	1.017830083
756	1.017591008
757	1.017408732
758	1.017194141
759	1.017043097
760	1.016873354
761	1.016631441
762	1.016517559
763	1.016320238
764	1.016234188
765	1.016108449
766	1.016037432
767	1.015780095
768	1.015534175
769	1.015399593
770	1.015223984
771	1.015060087
772	1.014817711
773	1.014709166
774	1.01442775
775	1.014217537
776	1.013972929
777	1.013765573
778	1.013564338
779	1.013426986
780	1.013210643
781	1.013058035
782	1.01290888
783	1.012635655
784	1.012379571
785	1.012266283
786	1.012188304
787	1.012040667
788	1.011850129
789	1.011614343
790	1.011419838
791	1.011150243
792	1.010926596
793	1.010691317
794	1.010437247
795	1.010309576
796	1.010051764
797	1.009936764
798	1.009750524
799	1.009555216
800	1.009371472
801	1.009174019
802	1.009063741
803	1.008887488
804	1.008622144
805	1.008429094
806	1.00828499
807	1.008023692
808	1.007904477
809	1.007771371
810	1.007584488
811	1.007497789
812	1.007309315
813	1.007155616
814	1.006927123
815	1.006707202
816	1.00648639
817	1.006331815
818	1.006102903
819	1.005908498
820	1.005750043
821	1.005521969
822	1.005378904
823	1.005164291
824	1.005034915
825	1.004834208
826	1.004661217
827	1.004496309
828	1.004367892
829	1.004174641
830	1.003912154
831	1.003670045
832	1.003444231
833	1.003307595
834	1.003136881
835	1.002904576
836	1.002724948
837	1.002582535
838	1.002426298
839	1.002190546
840	1.002050582
841	1.001774176
842	1.001666562
843	1.001448882
844	1.001310293
845	1.00112762
846	1.000803665
847	1.000527431
848	1.000415019
849	1.000218679
850	1.000036166
851	0.999843647
852	0.9996269492
853	0.999527772
854	0.999299883
855	0.9991284819
856	0.9990331994
857	0.9987990124
858	0.9986672973
859	0.9984416261
860	0.9982265305
861	0.9980576008
862	0.9979726156
863	0.9977292903
864	0.9975147221
865	0.9973115897
866	0.9972074551
867	0.9970549993
868	0.9969244993
869	0.9967459641
870	0.9965869491
871	0.9964297167
872	0.9962386336
873	0.9961235157
874	0.9959564837
875	0.9958430174
876	0.9956164096
877	0.9954736183
878	0.9953562683
879	0.9952577565
880	0.9950292195
881	0.9948375546
882	0.9946690867
883	0.9944750951
884	0.9943229071
885	0.9941974602
886	0.9940316393
887	0.9938682373
888	0.9937948022
889	0.9936475729
890	0.9935392379
891	0.9933848447
892	0.9932737485
893	0.9931420809
894	0.9928901085
895	0.9926757369
896	0.9924301144
897	0.9922032204
898	0.9920309251
899	0.9918939414
900	0.9917481341
901	0.9915889183
902	0.9913626286
903	0.9911381709
904	0.9908984502
905	0.9908216892
906	0.9906031892
907	0.9904933584
908	0.9903546582
909	0.9902491155
910	0.9900752744
911	0.989958863
912	0.989801654
913	0.9895888332
914	0.9894125454
915	0.9892041344
916	0.9890257875
917	0.9888432658
918	0.9886142045
919	0.9884826689
920	0.9882692063
921	0.9882065512
922	0.9880818612
923	0.9878974405
924	0.9877288684
925	0.9876227343
926	0.9873938764
927	0.9872506079
928	0.9871862553
929	0.9870922302
930	0.9869625831
931	0.9868280284
932	0.9866319549
933	0.9865330506
934	0.9863812452
935	0.9862750582
936	0.9862267007
937	0.9861461213
938	0.9859335696
939	0.985867872
940	0.9857192368
941	0.9855842504
942	0.9854515342
943	0.9852999996
944	0.9851021244
945	0.9848732461
946	0.9846847728
947	0.9845900863
948	0.9844657408
949	0.9843323369
950	0.9842270138
951	0.9840737031
952	0.9839130902
953	0.9837610131
954	0.9835263309
955	0.9834273417
956	0.9832637041
957	0.9830899139
958	0.9829686536
959	0.9828124278
960	0.9826539766
961	0.9825880555
962	0.9824166488
963	0.9822008015
964	0.9820917146
965	0.9819742854
966	0.9819042428
967	0.9818151936
968	0.9816449156
969	0.9814249479
970	0.9813097561
971	0.9811228511
972	0.9809707106
973	0.9808094331
974	0.9807208074
975	0.9806319191
976	0.9804684877
977	0.9803765555
978	0.9802253125
979	0.980180744
980	0.9800967862
981	0.9799761016
982	0.9798528446
983	0.979719318
984	0.9796214351
985	0.9795054876
986	0.9793240073
987	0.979203817
988	0.9790694751
989	0.9788670265
990	0.978748212
991	0.9786766435
992	0.978559118
993	0.978407381
994	0.9781699766
995	0.9780309632
996	0.9778799541
997	0.9777486836
998	0.9775877341
999	0.9774518945
