iter	MultiClass
174	1.163717696
175	1.161780895
176	1.160818868
177	1.159738239
178	1.159087799
179	1.15751316
180	1.156212288
181	1.154720467
182	1.153294936
183	1.151354977
184	1.150013933
185	1.149045129
186	1.147668613
187	1.146200088
188	1.144857549
189	1.143991839
190	1.142608663
191	1.140598944
192	1.13957523
193	1.138011707
194	1.136860788
195	1.135600063
196	1.134161241
197	1.133144654
198	1.131911272
199	1.130631818
200	1.129982733
201	1.129004054
202	1.12797145
203	1.126281988
204	1.124828866
205	1.124382961
206	1.123410481
207	1.122088935
208	1.120691451
209	1.119221683
210	1.118274885
211	1.116988391
212	1.116045282
213	1.11425574
214	1.112885754
215	1.111776889
216	1.111224423
217	1.110185499
218	1.108677356
219	1.107626967
220	1.106051375
221	1.104684904
222	1.103702658
223	1.102667648
224	1.101590281
225	1.100136576
226	1.09828064
227	1.097594119
228	1.096276645
229	1.094739692
230	1.093578501
231	1.093119178
232	1.091368607
233	1.090112357
234	1.088798231
235	1.08804
236	1.08719517
237	1.086164902
238	1.085382208
239	1.084433925
240	1.083484796
241	1.082809953
242	1.08110534
243	1.08025224
244	1.079352292
245	1.078622628
246	1.077328246
247	1.076251452
248	1.075303899
249	1.074357203
250	1.073057931
251	1.072473326
252	1.071424801
253	1.0708233
254	1.069930397
255	1.069137274
256	1.068616809
257	1.067950799
258	1.067209315
259	1.066162516
260	1.06515784
261	1.064381202
262	1.06366376
263	1.06273346
264	1.062044827
265	1.061525201
266	1.060761631
267	1.060102035
268	1.059522263
269	1.058146728
270	1.057569629
271	1.055974068
272	1.05519433
273	1.054570291
274	1.053852544
275	1.053551124
276	1.052767136
277	1.052227332
278	1.051071784
279	1.049941362
280	1.048827346
281	1.047971393
282	1.047712972
283	1.046805866
284	1.046226559
285	1.045099597
286	1.043915062
287	1.04302761
288	1.042243944
289	1.041329395
290	1.040638564
291	1.039931541
292	1.039302994
293	1.03888445
294	1.038225514
295	1.037210322
296	1.036485322
297	1.035638686
298	1.034993351
299	1.034172786
300	1.033194044
301	1.032467091
302	1.031964075
303	1.031219692
304	1.030105478
305	1.029465222
306	1.028357369
307	1.027645776
308	1.026369723
309	1.025933203
310	1.024838627
311	1.024210626
312	1.023752844
313	1.022784995
314	1.022295925
315	1.021347008
316	1.020782931
317	1.020431125
318	1.020004929
319	1.019665912
320	1.01922436
321	1.018793535
322	1.01822784
323	1.017844395
324	1.017002895
325	1.016442784
326	1.015907307
327	1.015293794
328	1.014822042
329	1.01440522
330	1.013423487
331	1.012764825
332	1.01140477
333	1.010527772
334	1.009974624
335	1.009022434
336	1.008305408
337	1.007686674
338	1.006976123
339	1.006247909
340	1.005788338
341	1.005206653
342	1.004684091
343	1.004029267
344	1.003590458
345	1.002846629
346	1.0016391
347	1.00107798
348	1.000609577
349	0.9997642734
350	0.9992475867
351	0.9986284649
352	0.9981140496
353	0.9976909544
354	0.9972565066
355	0.9964264343
356	0.9957873349
357	0.9951547496
358	0.994704145
359	0.9942484703
360	0.9936467715
361	0.9932748509
362	0.9928179786
363	0.9925521037
364	0.991687752
365	0.9913682028
366	0.9909565525
367	0.9904587327
368	0.9899514441
369	0.989467712
370	0.9890327994
371	0.9885170176
372	0.9883094872
373	0.9878297778
374	0.9875111264
375	0.9870972887
376	0.9866355942
377	0.9858207233
378	0.9856147897
379	0.9849088926
380	0.9843368178
381	0.9839251135
382	0.9834757522
383	0.9831546868
384	0.9820278021
385	0.981574816
386	0.9811764123
387	0.9805284769
388	0.9799263932
389	0.979313366
390	0.9784751871
391	0.9779572948
392	0.9775417832
393	0.9770149341
394	0.9764486127
395	0.9760785815
396	0.9756322041
397	0.975361666
398	0.9749032404
399	0.9745932461
400	0.9743566644
401	0.9738790948
402	0.9732814545
403	0.9726693738
404	0.9721939927
405	0.9719509895
406	0.9712913215
407	0.9706020173
408	0.9700683678
409	0.9695084664
410	0.9691226543
411	0.96877524
412	0.9683289192
413	0.967625233
414	0.9667805722
415	0.9666763257
416	0.9663047623
417	0.9659557998
418	0.9657982168
419	0.9653037627
420	0.9649617596
421	0.964697643
422	0.9639556255
423	0.9634550221
424	0.9630040625
425	0.9628275043
426	0.9622591122
427	0.9618309713
428	0.9616742434
429	0.9613099086
430	0.960886967
431	0.9598454665
432	0.9596249892
433	0.9591919164
434	0.9587205937
435	0.9583692582
436	0.9577080598
437	0.9574126107
438	0.9568421906
439	0.9566851476
440	0.9563929753
441	0.956132511
442	0.9554540961
443	0.9551104413
444	0.9541508967
445	0.9537211129
446	0.9531418186
447	0.9528028073
448	0.9523451359
449	0.9519821365
450	0.9512008702
451	0.9507668875
452	0.9503797204
453	0.9501654979
454	0.9493757863
455	0.9490298146
456	0.9485524979
457	0.9480947508
458	0.9476007068
459	0.9469409051
460	0.946574773
461	0.9462584354
462	0.9458417186
463	0.9451040045
464	0.9446483737
465	0.9442111365
466	0.9434010101
467	0.9429802173
468	0.9426454817
469	0.9423008325
470	0.9419762041
471	0.941340914
472	0.9410501739
473	0.9407141547
474	0.9403597968
475	0.9399303876
476	0.9396690998
477	0.9388492327
478	0.9385127246
479	0.9375986244
480	0.9370250229
481	0.9364754958
482	0.9363030776
483	0.9359942998
484	0.9353359729
485	0.9349101257
486	0.9346706529
487	0.9343531468
488	0.9340488976
489	0.9334989382
490	0.9332661281
491	0.9328933158
492	0.9322828701
493	0.932100383
494	0.9314828141
495	0.9312108425
496	0.9307479506
497	0.9301910636
498	0.9297955254
499	0.9294489206
500	0.9291482861
501	0.9290473807
502	0.9288893204
503	0.9287214205
504	0.9280255007
505	0.9278386895
506	0.9275419515
507	0.9272665995
508	0.9270539412
509	0.9266463362
510	0.9264287576
511	0.9260753338
512	0.925584061
513	0.9253619635
514	0.9250235865
515	0.9248701865
516	0.9243024858
517	0.9240210319
518	0.9238557812
519	0.9234350458
520	0.9230112795
521	0.9228368783
522	0.9226406418
523	0.9222181181
524	0.9218707998
525	0.9212876073
526	0.9208041218
527	0.9203555689
528	0.9198631728
529	0.9195205983
530	0.9192176714
531	0.918733123
532	0.9183357636
533	0.9179759648
534	0.9177243984
535	0.9173817056
536	0.9168328851
537	0.9164781262
538	0.916216325
539	0.9158035915
540	0.9155677609
541	0.9151054617
542	0.9146587993
543	0.9142829514
544	0.9139364442
545	0.9134955621
546	0.9132907576
547	0.9129238565
548	0.9124793348
549	0.9123014605
550	0.9120182245
551	0.9116156255
552	0.9110992628
553	0.910827825
554	0.91041585
555	0.910131517
556	0.9098952813
557	0.9095672374
558	0.9092650683
559	0.9089788514
560	0.9083723359
561	0.9081395264
562	0.9079404971
563	0.9076464385
564	0.9073684291
565	0.9071377683
566	0.9067318606
567	0.9062450499
568	0.9058889134
569	0.905566494
570	0.90533988
571	0.9050998653
572	0.9050095437
573	0.9045311498
574	0.9041594039
575	0.9038882906
576	0.9036295016
577	0.903398874
578	0.9029944368
579	0.9026730206
580	0.9023425125
581	0.9019522464
582	0.901741641
583	0.9014420852
584	0.9013155494
585	0.9008837439
586	0.9004667474
587	0.9001038072
588	0.8999023428
589	0.8996727081
590	0.8992157212
591	0.8989370535
592	0.8987408314
593	0.8982977194
594	0.8980346281
595	0.8977109678
596	0.8974174605
597	0.8972592592
598	0.8969646164
599	0.8966586757
600	0.8962983442
601	0.8959141733
602	0.8957255115
603	0.8953056267
604	0.8950143039
605	0.8949180142
606	0.8946166113
607	0.8942664589
608	0.8940114345
609	0.893827519
610	0.8935540602
611	0.8931957384
612	0.892826554
613	0.8925366716
614	0.8922544234
615	0.8920778622
616	0.891857513
617	0.8915816573
618	0.891276333
619	0.8909924476
620	0.8908098236
621	0.8906232445
622	0.8903879512
623	0.8899584721
624	0.8896522068
625	0.8893839546
626	0.8891856184
627	0.8887717592
628	0.88821936
629	0.8880157989
630	0.887760646
631	0.8874857546
632	0.8873553978
633	0.886956039
634	0.8866568397
635	0.88621759
636	0.8860624563
637	0.885814185
638	0.8856060097
639	0.8852606326
640	0.8849898915
641	0.8848426708
642	0.8845831432
643	0.8842421121
644	0.8840441118
645	0.8838884297
646	0.8834672052
647	0.8830609373
648	0.8824470867
649	0.8821614575
650	0.8819765483
651	0.8817953446
652	0.8816027646
653	0.8813309071
654	0.8810363274
655	0.8807408458
656	0.8804480143
657	0.8803130036
658	0.8799750773
659	0.8797089118
660	0.8793190958
661	0.8792128093
662	0.8790768853
663	0.8789021176
664	0.8786702332
665	0.8784036731
666	0.8781737928
667	0.8780440766
668	0.8777449221
669	0.8773213498
670	0.8770743988
671	0.8769474105
672	0.8767999177
673	0.8761933045
674	0.8760370286
675	0.8757440451
676	0.8754243246
677	0.8752404703
678	0.8750450929
679	0.8747917972
680	0.8744957352
681	0.8742952216
682	0.8741584536
683	0.874022813
684	0.8738608247
685	0.8736305213
686	0.8734156635
687	0.8730095942
688	0.8727351586
689	0.8722827632
690	0.8721550186
691	0.8719973365
692	0.871885036
693	0.8716102284
694	0.8714201221
695	0.8710574702
696	0.8708386849
697	0.8704689746
698	0.8703719551
699	0.8700879699
700	0.8699585481
701	0.8697560468
702	0.8696494846
703	0.869483878
704	0.8692622665
705	0.8689608742
706	0.8685989054
707	0.8682567086
708	0.8679868559
709	0.8678153917
710	0.8675679316
711	0.8672932464
712	0.8670387354
713	0.866944086
714	0.8667320127
715	0.8665459172
716	0.866240494
717	0.8659234427
718	0.8657331752
719	0.8655196829
720	0.8652764033
721	0.865213278
722	0.8649916209
723	0.8647893355
724	0.8646500854
725	0.8644331452
726	0.8640981139
727	0.8638834165
728	0.8636796762
729	0.8634407111
730	0.8632671134
731	0.8629602623
732	0.8626973969
733	0.8622917339
734	0.8619445718
735	0.8617154778
736	0.8615651445
737	0.8615106839
738	0.8612338547
739	0.861081015
740	0.8607303557
741	0.8605608052
742	0.8602140273
743	0.8599746276
744	0.8597229842
745	0.8594884681
746	0.8593326051
747	0.8590882621
748	0.8588618641
749	0.85871853
750	0.8584776019
751	0.8582788303
752	0.8580221304
753	0.8579399096
754	0.8576160092
755	0.8574359218
756	0.8573229604
757	0.8569766632
758	0.8567064121
759	0.856401868
760	0.856321096
761	0.8560004103
762	0.8556670584
763	0.8554900155
764	0.8552648229
765	0.8551135573
766	0.8547950206
767	0.8546107874
768	0.8544080034
769	0.8542680932
770	0.8540518092
771	0.8539448064
772	0.8536545849
773	0.8533952879
774	0.8532499475
775	0.8530442865
776	0.8528209977
777	0.8526856142
778	0.8525375043
779	0.8523874693
780	0.8522443642
781	0.8521020824
782	0.8519888899
783	0.8518577484
784	0.8517497775
785	0.8514725239
786	0.8512471787
787	0.8509928045
788	0.8506963319
789	0.8504196093
790	0.8502731938
791	0.8500570827
792	0.849796182
793	0.8495490807
794	0.8492954709
795	0.8490038046
796	0.8487444831
797	0.8485582001
798	0.8483609831
799	0.8481473261
800	0.8479849172
801	0.8477900448
802	0.8476295177
803	0.8473956923
804	0.8471919222
805	0.8469893291
806	0.8468044903
807	0.846529837
808	0.846433538
809	0.8463023661
810	0.845996674
811	0.8456855374
812	0.845578767
813	0.845418612
814	0.8452879582
815	0.8451019478
816	0.8449250242
817	0.8446469506
818	0.8444727833
819	0.8443458255
820	0.844051991
821	0.8439354034
822	0.8437038454
823	0.8434800526
824	0.8434019825
825	0.8431912451
826	0.8429815492
827	0.8427882869
828	0.8426306532
829	0.8424244821
830	0.8421428743
831	0.841815651
832	0.8416154555
833	0.8414276618
834	0.8411380377
835	0.8410216854
836	0.8408559506
837	0.8403726193
838	0.8402251707
839	0.8399964406
840	0.8397035252
841	0.8395773819
842	0.8393650687
843	0.8391874913
844	0.8390554624
845	0.838865286
846	0.8386644324
847	0.8384780588
848	0.8383742427
849	0.8380446011
850	0.8378197013
851	0.8376810459
852	0.8375685625
853	0.8373350886
854	0.8369570546
855	0.8368764908
856	0.8367169748
857	0.8365850753
858	0.8362425531
859	0.8361333466
860	0.8359576086
861	0.8356894607
862	0.8355453821
863	0.8353700373
864	0.8351112472
865	0.8349740195
866	0.8347968729
867	0.8346295072
868	0.8344570422
869	0.8342395767
870	0.8341259586
871	0.8338883359
872	0.8335469109
873	0.8333747735
874	0.8331483302
875	0.832967276
876	0.8327854077
877	0.8325945136
878	0.8324087142
879	0.8322758041
880	0.8320275247
881	0.8319339525
882	0.8317550228
883	0.831563876
884	0.8314437869
885	0.8312326317
886	0.8311661047
887	0.8310353867
888	0.8309233516
889	0.8306923692
890	0.8305427294
891	0.8303277418
892	0.8301915189
893	0.8299585636
894	0.8298658766
895	0.8297466004
896	0.8296064756
897	0.8293853946
898	0.8293082685
899	0.8292178369
900	0.8290219958
901	0.8289506923
902	0.8287640661
903	0.8284948848
904	0.8283431807
905	0.8282080012
906	0.8280930947
907	0.8278814357
908	0.8277490949
909	0.8275679712
910	0.8273803919
911	0.827192294
912	0.8269769394
913	0.8268192233
914	0.8265312664
915	0.8263513634
916	0.8261052252
917	0.8259666186
918	0.8257936789
919	0.825649393
920	0.8255128946
921	0.8253105918
922	0.8251728412
923	0.8250943994
924	0.8249579823
925	0.8247413124
926	0.8245404189
927	0.8244258385
928	0.8242225153
929	0.8240411333
930	0.8239272209
931	0.8236754877
932	0.8233455397
933	0.8232719445
934	0.8230698399
935	0.8228536884
936	0.8226078804
937	0.8224016585
938	0.8222250855
939	0.8220082551
940	0.8217503784
941	0.821660568
942	0.8214535131
943	0.8213238709
944	0.8211538263
945	0.8210685405
946	0.8208671342
947	0.8206917179
948	0.8205742725
949	0.8203210031
950	0.8202421727
951	0.820063214
952	0.8198499755
953	0.8196441325
954	0.8195297953
955	0.81939333
956	0.8192042354
957	0.8190421929
958	0.8188836454
959	0.8187046574
960	0.8185935946
961	0.8184817175
962	0.8182617654
963	0.8180199521
964	0.8178047261
965	0.8177280245
966	0.8175801871
967	0.8174103427
968	0.8171650075
969	0.8168713006
970	0.8166924261
971	0.8165708945
972	0.8163408153
973	0.8161828246
974	0.8160659278
975	0.8158990306
976	0.8157888834
977	0.8156192739
978	0.8155499649
979	0.8153695575
980	0.8152643137
981	0.815035972
982	0.814932837
983	0.814762526
984	0.8145323167
985	0.8144192051
986	0.8141745514
987	0.8139398194
988	0.813781316
989	0.8137215488
990	0.8135359829
991	0.8133105394
992	0.8131038641
993	0.8128815464
994	0.8128106945
995	0.8127300738
996	0.8124954794
997	0.812418704
998	0.8123258088
999	0.8120980034
